iter	MAE
890	0.1034916937
891	0.1034686725
892	0.1034435242
893	0.1034194819
894	0.1034026953
895	0.1033821217
896	0.1033562074
897	0.10332907
898	0.1033094256
899	0.1032933825
900	0.1032771674
901	0.1032629953
902	0.1032452937
903	0.1032315439
904	0.1032127366
905	0.1031954068
906	0.1031781549
907	0.1031626134
908	0.1031470691
909	0.1031296078
910	0.1031053629
911	0.1030911333
912	0.1030589133
913	0.1030359208
914	0.1030190022
915	0.1029998888
916	0.1029774936
917	0.1029610594
918	0.1029429152
919	0.1029178663
920	0.1029006836
921	0.1028835644
922	0.1028560062
923	0.1028426694
924	0.1028215315
925	0.1027994978
926	0.1027811349
927	0.1027653366
928	0.1027430149
929	0.1027301641
930	0.102714677
931	0.1026972235
932	0.1026792879
933	0.1026642546
934	0.1026472653
935	0.1026212699
936	0.1025944151
937	0.1025650408
938	0.1025458989
939	0.102530729
940	0.1025108007
941	0.1024932965
942	0.1024787738
943	0.1024596869
944	0.102442894
945	0.1024293482
946	0.1024099101
947	0.1023922706
948	0.1023755276
949	0.102359028
950	0.1023273554
951	0.1023103563
952	0.1022997407
953	0.1022768297
954	0.1022588676
955	0.1022421908
956	0.1022020692
957	0.1021869594
958	0.1021723257
959	0.1021414695
960	0.1021031731
961	0.1020861219
962	0.1020525405
963	0.1020371124
964	0.1020189427
965	0.102002813
966	0.1019822399
967	0.1019658464
968	0.1019465022
969	0.1019259916
970	0.1019106251
971	0.1018936261
972	0.1018742506
973	0.1018552905
974	0.101839841
975	0.1018148014
976	0.1018026763
977	0.1017697413
978	0.1017526767
979	0.1017351822
980	0.1017160551
981	0.1016817522
982	0.1016659204
983	0.1016467173
984	0.1016271578
985	0.101613128
986	0.1015786776
987	0.1015480941
988	0.1015291852
989	0.1015055134
990	0.1014901765
991	0.1014735972
992	0.1014599163
993	0.1014465942
994	0.101426271
995	0.1014070408
996	0.1013792942
997	0.1013674048
998	0.1013510751
999	0.1013378233
